City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Buta,CD,2020-04-01 23:55:52,2.79,24.73,70.54,85,100,1.72
272,Iberia,US,2020-04-01 23:55:53,29.95,-91.75,73.99,46,1,9.17
273,Shieli,KZ,2020-04-01 23:55:53,44.17,66.75,50.94,65,51,9.44
274,Timra,SE,2020-04-01 23:55:53,62.49,17.33,37.0,92,95,2.24
275,Yagoua,CM,2020-04-01 23:55:53,10.34,15.23,83.44,14,56,3.71
276,Aranda De Duero,ES,2020-04-01 23:55:53,41.67,-3.69,42.84,66,85,2.59
277,Malakal,SS,2020-04-01 23:55:53,9.53,31.66,83.62,13,20,2.13
278,Port Saint John,US,2020-04-01 23:55:53,28.48,-80.79,72.0,46,1,14.99
279,Quthing,LS,2020-04-01 23:55:53,-30.4,27.7,51.49,46,5,4.99
280,Oxford,GB,2020-04-01 23:55:54,51.75,-1.26,45.0,75,90,3.36
281,North Vernon,US,2020-04-01 23:54:59,39.01,-85.62,52.0,61,90,5.01
282,Ajaccio,FR,2020-04-01 23:55:54,42.0,8.92,44.6,81,90,5.82
283,Teya,RU,2020-04-01 23:55:54,60.38,92.63,30.56,92,99,4.25
284,Kolyvan,RU,2020-04-01 23:55:54,55.31,82.74,30.2,58,12,4.47
285,Chongoyape,PE,2020-04-01 23:55:54,-6.64,-79.39,81.1,52,83,3.11
286,La Palma,US,2020-04-01 23:55:54,33.85,-118.05,75.0,52,1,9.17
287,Tazovskiy,RU,2020-04-01 23:55:54,67.47,78.7,9.59,96,86,16.73
288,Llanelli,GB,2020-04-01 23:55:54,51.68,-4.16,45.0,75,26,8.05
289,Porto Novo,BJ,2020-04-01 23:55:55,6.5,2.6,80.6,83,40,6.93
290,Aras,ES,2020-04-01 23:55:55,42.56,-2.36,48.2,93,75,2.24
291,Abu Dhabi,AE,2020-04-01 23:55:55,24.47,54.37,73.99,88,0,4.7
292,Plakhtiyivka,UA,2020-04-01 23:55:55,46.1,29.72,34.54,74,86,4.99
293,Dire,ML,2020-04-01 23:55:55,12.28,-10.97,91.65,16,81,1.72
294,Nakasongola,UG,2020-04-01 23:55:55,1.31,32.46,67.35,66,0,4.14
295,Taltal,CL,2020-04-01 23:55:55,-25.4,-70.48,64.76,73,36,3.98
296,Lima,PE,2020-04-01 23:52:25,-12.04,-77.03,75.2,73,100,9.17
297,Dalvik,IS,2020-04-01 23:55:55,65.97,-18.53,26.6,53,75,4.7
298,Kabo,CF,2020-04-01 23:55:56,7.7,18.63,80.26,37,54,3.71
299,Aubenas,FR,2020-04-01 23:55:56,44.62,4.39,46.99,75,20,2.04
300,Temirgoyevskaya,RU,2020-04-01 23:55:56,45.11,40.28,40.95,59,100,10.47
301,Acari,PE,2020-04-01 23:55:56,-15.43,-74.62,74.48,65,97,2.59
302,Kayes,ML,2020-04-01 23:55:56,14.0,-11.0,91.29,15,0,9.82
303,Mayumba,GA,2020-04-01 23:55:56,-3.43,10.66,76.96,84,100,4.05
304,Nyzy,UA,2020-04-01 23:55:56,50.78,34.78,32.34,84,7,9.17
305,Jalu,LY,2020-04-01 23:55:56,29.03,21.55,62.22,39,0,5.41
306,Johnstown,US,2020-04-01 23:54:18,40.33,-78.92,52.0,49,20,11.41
307,Black River,JM,2020-04-01 23:55:56,18.03,-77.85,82.4,69,40,6.93
308,Lethem,GY,2020-04-01 23:55:56,3.38,-59.8,87.13,49,89,9.73
309,Masakin,TN,2020-04-01 23:55:57,35.73,10.58,59.0,82,20,8.05
310,Caceres,ES,2020-04-01 23:55:57,39.52,-6.37,44.01,92,82,3.0
311,Shrigonda,IN,2020-04-01 23:55:57,18.62,74.68,78.53,25,0,8.21
312,Iqaluit,CA,2020-04-01 23:55:57,63.75,-68.51,1.4,64,20,1.28
313,Mbandaka,CD,2020-04-01 23:55:57,0.05,18.26,72.28,85,33,2.53
314,Westport,US,2020-04-01 23:53:42,41.14,-73.36,53.01,61,90,6.93
315,Parabel,RU,2020-04-01 23:55:57,58.7,81.48,28.2,93,59,10.98
316,Saint-Pierre,RE,2020-04-01 23:55:57,-21.34,55.48,75.2,73,20,8.05
317,Barbosa Ferraz,BR,2020-04-01 23:55:57,-24.03,-52.01,72.99,68,0,1.86
318,Castro,BR,2020-04-01 23:55:32,-24.79,-50.01,64.99,66,21,3.11
319,Mizan Teferi,ET,2020-04-01 23:55:58,6.98,35.58,65.48,59,57,4.09
320,Yar-Sale,RU,2020-04-01 23:55:58,66.83,70.83,22.6,97,100,26.8
321,Kokomo,US,2020-04-01 23:55:58,40.49,-86.13,53.01,62,90,5.82
322,Tazmalt,DZ,2020-04-01 23:55:58,36.39,4.4,59.0,93,40,2.24
323,Minas,UY,2020-04-01 23:55:58,-34.38,-55.24,69.8,88,75,13.87
324,Qunduz,AF,2020-04-01 23:55:58,36.73,68.86,49.75,56,0,3.2
325,Lyngseidet,NO,2020-04-01 23:55:58,69.58,20.22,17.6,78,31,4.7
326,Tupancireta,BR,2020-04-01 23:55:58,-29.08,-53.84,71.58,68,56,4.63
327,Corn Island,NI,2020-04-01 23:55:59,12.17,-83.04,79.83,68,4,10.92
328,Campoverde,PE,2020-04-01 23:55:59,-8.48,-74.81,70.7,91,100,1.48
329,Chingirlau,KZ,2020-04-01 23:55:59,51.09,54.08,34.34,82,14,11.48
330,Kozhevnikovo,RU,2020-04-01 23:55:59,56.26,83.97,30.99,71,1,1.01
331,Nanortalik,GL,2020-04-01 23:55:59,60.14,-45.24,31.01,91,92,3.98
332,Old Orchard Beach,US,2020-04-01 23:53:06,43.52,-70.38,44.6,56,90,13.87
333,Mozarlandia,BR,2020-04-01 23:55:59,-14.74,-50.57,77.79,71,52,3.56
334,Visby,SE,2020-04-01 23:55:59,57.64,18.3,43.0,80,87,13.87
335,Micheweni,TZ,2020-04-01 23:55:59,-4.97,39.83,84.69,74,53,7.47
336,Bimbo,CF,2020-04-01 23:55:59,4.26,18.42,76.35,74,62,3.42
337,Tabou,CI,2020-04-01 23:56:00,4.42,-7.35,80.91,87,100,6.64
338,Beachwood,US,2020-04-01 23:56:00,41.46,-81.51,46.99,48,5,6.93
339,Stornoway,GB,2020-04-01 23:56:00,58.21,-6.39,46.0,75,35,14.99
340,Bay Roberts,CA,2020-04-01 23:56:00,47.6,-53.26,37.0,92,90,8.05
341,Mahebourg,MU,2020-04-01 23:56:00,-20.41,57.7,77.0,94,75,2.24
342,Hearst,CA,2020-04-01 23:56:00,49.68,-83.67,30.52,93,100,5.03
343,Plettenberg Bay,ZA,2020-04-01 23:56:00,-34.05,23.37,60.85,75,0,7.27
344,Cayenne,GF,2020-04-01 23:56:00,4.93,-52.33,77.0,100,75,6.93
345,Paamiut,GL,2020-04-01 23:56:01,61.99,-49.67,18.36,88,35,17.69
346,Bengkulu,ID,2020-04-01 23:56:01,-3.8,102.27,78.37,80,50,4.29
347,Pocinhos,BR,2020-04-01 23:56:01,-7.08,-36.06,70.27,81,56,9.48
348,Zavodouspenskoye,RU,2020-04-01 23:56:01,56.86,65.02,37.4,93,75,4.47
349,Paso De Patria,AR,2020-04-01 23:56:01,-27.25,-58.55,82.99,83,81,3.36
350,Telemaco Borba,BR,2020-04-01 23:51:42,-24.32,-50.62,68.4,64,29,0.98
351,Don Benito,ES,2020-04-01 23:56:01,38.96,-5.86,48.99,90,68,7.0
352,Port Hawkesbury,CA,2020-04-01 23:56:01,45.62,-61.35,39.0,100,90,11.41
353,Veraval,IN,2020-04-01 23:56:01,20.9,70.37,75.24,62,3,9.86
354,Zlitan,LY,2020-04-01 23:51:47,32.47,14.57,64.36,52,0,9.78
355,Shakiso,ET,2020-04-01 23:56:02,5.75,38.92,59.25,58,20,3.09
356,Prainha,BR,2020-04-01 23:56:02,-1.8,-53.48,76.66,95,100,1.28
357,Owensboro,US,2020-04-01 23:56:02,37.77,-87.11,55.99,47,90,4.7
358,Pozo Colorado,PY,2020-04-01 23:56:02,-23.49,-58.8,84.13,46,68,1.57
359,Bani Walid,LY,2020-04-01 23:56:02,31.76,13.99,62.35,31,0,5.61
360,Mabamba,TZ,2020-04-01 23:56:02,-3.6,30.5,61.48,64,71,2.1
361,Ilo,PE,2020-04-01 23:56:02,-17.64,-71.34,72.64,77,34,6.89
362,Antigonish,CA,2020-04-01 23:56:03,45.62,-62.0,39.99,100,90,11.41
363,Puerto Escondido,MX,2020-04-01 23:56:03,15.85,-97.07,84.2,83,75,6.08
364,Mehkar,IN,2020-04-01 23:56:03,20.15,76.57,78.67,24,0,7.29
365,Kortkeros,RU,2020-04-01 23:56:03,61.81,51.58,14.0,85,46,4.47
366,Birao,CF,2020-04-01 23:56:03,10.28,22.79,82.31,13,82,5.28
367,Gonaives,HT,2020-04-01 23:56:03,19.45,-72.68,77.95,69,13,3.74
368,Itaobim,BR,2020-04-01 23:56:03,-16.57,-41.83,72.57,77,4,3.4
369,Bonthe,SL,2020-04-01 23:56:03,7.53,-12.51,81.3,85,7,5.66
370,Havre-Saint-Pierre,CA,2020-04-01 23:56:03,50.23,-63.6,37.4,100,90,10.29
371,Opuwo,NA,2020-04-01 23:56:04,-18.06,13.84,68.67,33,0,0.98
372,Tveit,NO,2020-04-01 23:56:04,58.23,8.12,42.01,73,19,9.17
373,Matara,LK,2020-04-01 23:56:04,5.95,80.54,71.96,85,53,7.16
374,Lagoa Formosa,BR,2020-04-01 23:56:04,-18.78,-46.41,72.0,100,87,0.74
375,Abancay,PE,2020-04-01 23:56:04,-13.63,-72.88,58.1,36,69,2.66
376,Bahia Honda,CU,2020-04-01 23:56:04,22.9,-83.16,76.06,82,32,10.18
377,Muisne,EC,2020-04-01 23:56:04,0.6,-80.03,82.4,83,75,3.36
378,Kaura Namoda,NG,2020-04-01 23:56:04,12.59,6.58,83.48,18,94,3.13
379,Blyth,GB,2020-04-01 23:56:04,55.13,-1.51,46.4,81,5,13.87
380,Nizhniy Chir,RU,2020-04-01 23:56:05,48.36,43.09,32.11,79,1,5.77
381,Kattivakkam,IN,2020-04-01 23:56:05,13.22,80.32,81.0,88,0,5.82
382,Wilmington Island,US,2020-04-01 23:51:20,32.0,-80.97,64.4,42,75,11.41
383,Luanda,AO,2020-04-01 23:56:05,-8.84,13.23,78.8,83,40,8.05
384,Pitimbu,BR,2020-04-01 23:56:05,-7.47,-34.81,78.8,94,5,4.7
385,Khorixas,NA,2020-04-01 23:56:05,-20.37,14.97,71.76,32,0,2.3
386,Paragominas,BR,2020-04-01 23:56:05,-2.97,-47.48,74.14,94,100,3.51
387,Jacqueville,CI,2020-04-01 23:56:05,5.21,-4.41,77.0,94,75,3.36
388,Temirtau,KZ,2020-04-01 23:56:05,50.05,72.95,42.8,93,99,11.18
389,Moravska Trebova,CZ,2020-04-01 23:56:06,49.76,16.66,34.0,47,0,5.82
390,Mana,GF,2020-04-01 23:55:04,5.66,-53.78,76.48,85,59,8.12
391,Ambilobe,MG,2020-04-01 23:56:06,-13.2,49.05,75.38,91,60,2.08
392,Boden,SE,2020-04-01 23:56:06,65.83,21.69,15.8,85,57,2.24
393,Alta Floresta,BR,2020-04-01 23:56:06,-9.88,-56.09,75.58,86,100,1.45
394,Yevlax,AZ,2020-04-01 23:56:06,40.61,47.15,51.8,76,90,11.41
395,Lagoa,PT,2020-04-01 23:56:06,39.05,-27.98,57.96,83,100,31.94
396,La Rioja,ES,2020-04-01 23:56:06,42.25,-2.5,48.2,93,75,2.24
397,Laje,BR,2020-04-01 23:56:06,-10.18,-40.97,72.77,65,83,7.36
398,Dingle,PH,2020-04-01 23:56:06,11.0,122.67,80.8,77,80,12.86
399,Ihosy,MG,2020-04-01 23:56:07,-22.4,46.12,65.53,73,51,5.48
400,Kangaatsiaq,GL,2020-04-01 23:56:07,68.31,-53.46,5.65,85,75,9.82
401,Schwarzenbek,DE,2020-04-01 23:56:07,53.5,10.48,42.8,81,40,9.17
402,Salamanca,ES,2020-04-01 23:56:07,40.83,-6.0,39.2,86,3,1.32
403,Berzovia,RO,2020-04-01 23:56:07,45.43,21.63,37.4,69,69,3.36
404,Pisco,PE,2020-04-01 23:56:07,-13.7,-76.22,73.0,30,40,13.87
405,Sovetskiy,RU,2020-04-01 23:56:07,61.36,63.58,29.08,93,100,9.57
406,Ferme-Neuve,CA,2020-04-01 23:56:07,46.7,-75.45,33.84,86,99,4.14
407,Gat,IL,2020-04-01 23:56:07,31.61,34.76,57.2,82,40,3.36
408,Butterworth,MY,2020-04-01 23:56:08,5.4,100.36,80.6,94,20,3.36
409,Usinsk,RU,2020-04-01 23:56:08,65.99,57.53,20.62,97,100,4.16
410,Nizhniy Odes,RU,2020-04-01 23:56:08,63.64,54.86,17.76,95,100,8.81
411,Manati,PR,2020-04-01 23:56:08,18.43,-66.49,82.4,74,40,5.82
412,Faya,SA,2020-04-01 23:56:08,18.39,42.45,62.6,72,3,0.47
413,Mahajanga,MG,2020-04-01 23:56:08,-15.72,46.32,78.8,88,20,3.36
414,Paita,PE,2020-04-01 23:56:08,-5.09,-81.11,76.06,73,65,10.67
415,Pedernales,DO,2020-04-01 23:56:08,18.04,-71.74,76.82,67,15,2.37
416,Birur,IN,2020-04-01 23:56:08,13.62,75.97,71.96,36,68,2.17
417,Ginda,IN,2020-04-01 23:56:08,30.69,78.49,41.43,30,1,7.36
418,Brunico,IT,2020-04-01 23:56:09,46.8,11.94,32.0,66,11,1.12
419,Cabo Rojo,PR,2020-04-01 23:56:09,18.09,-67.15,80.01,72,40,5.82
420,Abu Zabad,SD,2020-04-01 23:56:09,12.35,29.25,80.33,13,11,7.87
421,Bathsheba,BB,2020-04-01 23:56:09,13.22,-59.52,78.8,74,20,16.11
422,Vredendal,ZA,2020-04-01 23:56:09,-31.67,18.5,65.01,40,0,5.3
423,Bara,NG,2020-04-01 23:56:09,10.37,10.73,86.81,36,81,8.1
424,Andijon,UZ,2020-04-01 23:56:09,40.78,72.34,51.8,87,90,8.95
425,Pocone,BR,2020-04-01 23:56:09,-16.26,-56.62,80.26,72,64,1.86
426,Murdochville,CA,2020-04-01 23:56:10,48.96,-65.5,30.96,84,100,1.79
427,Asilah,MA,2020-04-01 23:56:10,35.47,-6.03,57.2,76,75,8.05
428,Kasongo-Lunda,CD,2020-04-01 23:56:10,-6.47,16.82,73.18,79,76,2.51
429,Danville,US,2020-04-01 23:53:43,36.59,-79.39,54.0,54,90,11.41
430,Tornio,FI,2020-04-01 23:56:10,65.85,24.15,6.8,84,0,2.24
431,Kaliua,TZ,2020-04-01 23:56:10,-5.06,31.79,65.35,65,72,0.94
432,Liverpool,GB,2020-04-01 23:52:02,53.41,-2.98,46.99,81,88,13.87
433,Padang,ID,2020-04-01 23:56:10,-0.95,100.35,79.2,74,72,2.57
434,Tromso,NO,2020-04-01 23:56:10,69.65,18.96,17.6,78,36,4.7
435,Sumbe,AO,2020-04-01 23:56:10,-11.21,13.84,76.41,87,65,2.91
436,Ribas Do Rio Pardo,BR,2020-04-01 23:56:11,-20.44,-53.76,76.01,65,40,5.26
437,Henties Bay,NA,2020-04-01 23:56:11,-22.12,14.28,59.0,94,0,1.99
438,Dutse,NG,2020-04-01 23:55:51,11.76,9.34,81.12,24,74,2.01
439,Mizdah,LY,2020-04-01 23:56:11,31.45,12.98,61.47,28,0,8.61
440,Sesheke,ZM,2020-04-01 23:56:11,-17.48,24.3,69.8,94,8,2.24
441,Rawson,AR,2020-04-01 23:56:11,-43.3,-65.1,58.87,66,0,12.75
442,Severodvinsk,RU,2020-04-01 23:54:00,64.56,39.83,26.6,92,90,4.47
443,Agadir,MA,2020-04-01 23:55:53,30.42,-9.6,59.0,77,29,10.29
444,Pangnirtung,CA,2020-04-01 23:56:12,66.15,-65.71,-11.27,74,1,1.95
445,Salinopolis,BR,2020-04-01 23:56:12,-0.61,-47.36,80.17,85,99,12.37
446,San Roque,ES,2020-04-01 23:53:08,36.21,-5.38,57.2,82,9,6.93
447,Los Llanos De Aridane,ES,2020-04-01 23:56:12,28.66,-17.92,64.4,72,50,6.93
448,Matay,EG,2020-04-01 23:56:12,28.42,30.78,64.72,41,0,8.39
449,Villablino,ES,2020-04-01 23:56:12,42.94,-6.32,52.0,100,75,5.82
450,Oistins,BB,2020-04-01 23:56:12,13.07,-59.53,78.8,74,20,16.11
451,Bar Harbor,US,2020-04-01 23:56:12,44.39,-68.2,39.0,93,90,10.29
452,Usogorsk,RU,2020-04-01 23:56:12,63.41,48.69,18.5,96,67,5.64
453,Kashi,CN,2020-04-01 23:56:12,39.45,75.98,48.2,31,40,4.47
454,Rio Gallegos,AR,2020-04-01 23:56:12,-51.62,-69.22,59.0,51,75,2.24
455,Pangody,RU,2020-04-01 23:56:13,65.85,74.49,23.45,96,100,26.4
456,Neustadt,DE,2020-04-01 23:56:13,49.71,12.09,30.99,79,1,0.81
457,Sao Felix Do Xingu,BR,2020-04-01 23:56:13,-6.64,-51.99,75.7,87,88,2.08
458,Cap Malheureux,MU,2020-04-01 23:56:13,-19.98,57.61,77.0,94,75,2.24
459,Matagami,CA,2020-04-01 23:56:13,49.75,-77.63,44.6,42,90,5.82
460,New Castle,US,2020-04-01 23:56:04,41.0,-80.35,48.2,33,1,12.75
461,Sao Gabriel Da Cachoeira,BR,2020-04-01 23:56:13,-0.13,-67.09,74.01,96,100,0.89
462,Aswan,EG,2020-04-01 23:56:13,24.09,32.91,71.6,21,3,14.99
463,Praia Da Vitoria,PT,2020-04-01 23:56:13,38.73,-27.07,57.2,87,75,33.4
464,Kemijarvi,FI,2020-04-01 23:56:13,66.71,27.43,13.26,94,11,4.83
465,Muzhi,RU,2020-04-01 23:56:14,65.37,64.67,32.79,96,100,17.78
466,Port-Gentil,GA,2020-04-01 23:56:14,-0.72,8.78,79.3,88,100,11.54
467,Wilmington,US,2020-04-01 23:51:38,34.23,-77.94,55.99,54,75,9.17
468,Tres Lagoas,BR,2020-04-01 23:54:50,-20.75,-51.68,76.26,71,23,3.71
469,Northview,US,2020-04-01 23:56:14,43.05,-85.6,48.2,75,75,9.17
470,Cockburn Town,TC,2020-04-01 23:56:14,21.46,-71.14,79.02,83,0,7.7
471,Stilfontein,ZA,2020-04-01 23:56:14,-26.84,26.77,57.74,53,77,11.86
472,Albany,US,2020-04-01 23:56:14,42.6,-73.97,48.2,34,20,10.29
473,Aksarka,RU,2020-04-01 23:56:14,66.56,67.8,27.97,97,100,19.8
474,Karlshamn,SE,2020-04-01 23:56:14,56.17,14.86,42.8,81,100,10.29
475,Grand-Santi,GF,2020-04-01 23:56:15,4.25,-54.38,74.57,94,65,2.95
476,Hurghada,EG,2020-04-01 23:56:15,27.26,33.81,68.0,32,0,6.93
477,Ouesso,CG,2020-04-01 23:56:15,1.61,16.05,73.02,84,71,2.95
478,Sao Jose Do Belmonte,BR,2020-04-01 23:56:15,-7.86,-38.76,73.2,76,15,7.49
479,Madinat Sittah Uktubar,EG,2020-04-01 23:56:15,29.82,31.05,62.6,67,40,6.93
480,Onguday,RU,2020-04-01 23:56:15,50.75,86.15,31.05,56,0,4.5
481,Dovbysh,UA,2020-04-01 23:56:15,50.37,27.99,30.96,84,55,9.19
482,Warrington,GB,2020-04-01 23:56:15,53.39,-2.58,46.99,81,79,13.87
483,Soyo,AO,2020-04-01 23:56:15,-6.13,12.37,79.57,86,94,4.03
484,Nioro,GM,2020-04-01 23:56:16,13.35,-15.75,78.51,45,3,6.04
485,Najran,SA,2020-04-01 23:56:16,17.49,44.13,75.2,33,99,3.36
486,Tuntum,BR,2020-04-01 23:56:16,-5.26,-44.65,74.66,94,100,3.09
487,Cravo Norte,CO,2020-04-01 23:56:16,6.3,-70.2,91.56,36,86,4.47
488,Haradok,BY,2020-04-01 23:56:16,55.46,29.98,34.7,86,100,10.85
489,Batouri,CM,2020-04-01 23:56:16,4.43,14.37,71.69,78,100,2.01
490,Sept-Iles,CA,2020-04-01 23:54:09,50.2,-66.38,39.2,86,90,8.05
491,Tres Arroyos,AR,2020-04-01 23:53:58,-38.37,-60.28,59.72,78,42,15.79
492,Fort-Shevchenko,KZ,2020-04-01 23:56:16,44.51,50.26,50.56,53,62,10.02
493,Contamana,PE,2020-04-01 23:56:16,-7.33,-75.02,72.81,87,98,2.42
494,Teguldet,RU,2020-04-01 23:56:16,57.31,88.17,27.07,93,36,4.14
495,Bushehr,IR,2020-04-01 23:56:17,28.97,50.84,74.25,47,90,8.9
496,Coihaique,CL,2020-04-01 23:56:17,-45.58,-72.07,53.6,76,75,2.24
497,Honningsvag,NO,2020-04-01 23:56:17,70.98,25.97,27.48,87,99,10.85
498,Cumra,TR,2020-04-01 23:56:17,37.57,32.77,44.6,87,75,3.76
499,Ondangwa,NA,2020-04-01 23:56:17,-17.92,15.95,71.6,73,1,3.36
500,Sao Mateus,BR,2020-04-01 23:56:17,-18.72,-39.86,75.78,85,45,5.39
501,Semnan,IR,2020-04-01 23:56:18,35.57,53.4,54.64,37,80,3.6
502,Lasa,IT,2020-04-01 23:56:18,46.62,10.7,30.0,79,5,1.61
503,Kudahuvadhoo,MV,2020-04-01 23:56:18,2.67,72.89,83.68,72,23,7.31
504,Gasa,PS,2020-04-01 23:56:18,31.5,34.47,57.2,82,40,3.36
505,Sabha,LY,2020-04-01 23:56:18,27.04,14.43,69.37,20,0,10.13
506,Dasoguz,TM,2020-04-01 23:56:18,41.84,59.97,48.2,70,0,4.7
507,Homa Bay,KE,2020-04-01 23:56:19,-0.53,34.46,68.18,55,5,4.34
508,Rybachiy,RU,2020-04-01 23:56:19,48.71,44.74,17.6,57,5,4.47
509,Cusuna,HN,2020-04-01 23:56:19,15.85,-85.23,78.6,74,8,9.19
510,Los Andes,CL,2020-04-01 23:56:19,-32.83,-70.6,77.0,25,29,8.05
511,Mangrul Pir,IN,2020-04-01 23:56:19,20.32,77.35,80.08,20,0,6.26
512,Ambanja,MG,2020-04-01 23:56:19,-13.68,48.45,78.8,81,69,1.14
513,Marystown,CA,2020-04-01 23:56:20,47.17,-55.15,37.67,91,73,18.66
514,Nortelandia,BR,2020-04-01 23:56:20,-14.45,-56.8,77.25,76,32,1.07
515,Abha,SA,2020-04-01 23:56:20,18.22,42.51,62.6,72,8,0.76
516,Brae,GB,2020-04-01 23:56:20,60.4,-1.35,44.6,75,98,31.09
517,Benghazi,LY,2020-04-01 23:56:20,32.12,20.07,61.92,59,65,7.43
518,Vazante,BR,2020-04-01 23:56:20,-17.99,-46.91,72.77,69,60,2.06
519,Colares,PT,2020-04-01 23:56:21,38.8,-9.45,48.2,93,20,10.29
520,Mingoyo,TZ,2020-04-01 23:56:21,-10.1,39.63,76.08,88,20,3.87
521,Muravlenko,RU,2020-04-01 23:56:21,63.79,74.52,31.87,94,100,21.85
522,Synya,RU,2020-04-01 23:56:21,65.37,58.04,21.58,96,100,12.08
523,Ati,TD,2020-04-01 23:56:21,13.22,18.34,86.65,13,66,7.87
524,Uribia,CO,2020-04-01 23:56:21,11.71,-72.27,79.97,73,58,15.01
525,Santa Teresa,VE,2020-04-01 23:56:21,10.23,-66.66,84.2,66,75,2.24
526,Guaratinga,BR,2020-04-01 23:56:21,-16.57,-39.57,80.6,83,40,4.7
527,Porto Velho,BR,2020-04-01 23:52:20,-8.76,-63.9,78.8,94,40,1.57
528,Belyy Yar,RU,2020-04-01 23:56:21,53.6,91.39,19.4,92,3,2.24
529,Mossendjo,CG,2020-04-01 23:56:22,-2.95,12.73,71.29,87,100,2.62
530,Windhoek,NA,2020-04-01 23:56:22,-22.56,17.08,68.0,63,42,6.93
531,Viransehir,TR,2020-04-01 23:56:22,37.24,39.76,46.29,67,0,3.8
532,Urshelskiy,RU,2020-04-01 23:56:22,55.68,40.22,32.61,88,97,10.67
533,Coari,BR,2020-04-01 23:56:22,-4.08,-63.14,76.06,94,82,1.28
534,Bremervorde,DE,2020-04-01 23:56:22,53.48,9.13,43.0,87,89,12.75
535,Kenscoff,HT,2020-04-01 23:56:22,18.45,-72.29,82.4,65,24,9.17
536,Afsin,TR,2020-04-01 23:56:22,38.25,36.91,38.68,53,47,1.88
537,Naron,ES,2020-04-01 23:56:23,43.52,-8.15,53.01,93,90,5.82
538,Saint-Leu,RE,2020-04-01 23:56:23,-21.15,55.28,75.2,73,20,8.05
539,Harbour Breton,CA,2020-04-01 23:56:23,47.48,-55.8,38.97,88,91,18.19
540,Ancud,CL,2020-04-01 23:56:23,-41.87,-73.82,55.4,76,20,5.82
